sno,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
6064,40-54,64.206,survived,none,belted,1,m,36,2001,1986,unavail,driver,0,3,78:29:02
6065,40-54,64.206,survived,none,none,1,f,31,2001,1986,unavail,pass,0,3,78:29:02
6066,24-Oct,203.007,survived,airbag,belted,1,m,42,2001,2000,nodeploy,driver,0,2,78:30:01
6067,1-9km/h,955.59,survived,airbag,belted,0,m,43,2001,1996,nodeploy,driver,0,0,78:31:01
6068,25-39,71.269,survived,none,none,1,m,18,2001,1994,unavail,driver,0,3,78:33:01
6069,24-Oct,71.269,survived,airbag,none,1,f,34,2001,1998,deploy,driver,1,3,78:34:01
6070,25-39,71.269,survived,none,none,0,m,53,2001,1993,unavail,driver,0,3,78:34:02
6071,24-Oct,123.395,survived,airbag,none,1,f,75,2001,1999,deploy,driver,1,3,78:36:01
6072,24-Oct,123.395,survived,none,none,0,m,60,2001,1985,unavail,driver,0,2,78:36:02
6073,24-Oct,123.395,survived,none,belted,0,f,53,2001,1985,unavail,pass,0,2,78:36:02
6074,24-Oct,98.877,survived,airbag,none,1,f,18,2001,1996,deploy,driver,1,3,78:41:02
6075,24-Oct,80.899,survived,none,belted,1,m,47,2001,1982,unavail,driver,0,3,78:43:01
6076,24-Oct,190.049,survived,none,belted,1,f,83,2001,1987,unavail,driver,0,3,78:47:01
6077,40-54,51.428,Not_Survived,airbag,belted,0,m,78,2001,1998,deploy,driver,1,4,78:53:01
6078,24-Oct,45.575,survived,airbag,belted,0,m,28,2001,1999,nodeploy,driver,0,0,78:54:03
6079,24-Oct,1251.02,survived,airbag,belted,1,f,19,2001,1998,nodeploy,driver,0,0,78:55:01
6080,24-Oct,8443.512,survived,none,none,0,m,48,2001,1981,unavail,driver,0,2,78:56:01
6081,24-Oct,8443.512,survived,none,none,0,f,48,2001,1981,unavail,pass,0,2,78:56:01
6082,24-Oct,8443.512,survived,none,none,1,f,44,2001,1979,unavail,driver,0,2,78:56:02
6083,24-Oct,167.015,survived,airbag,belted,0,f,75,2001,1994,nodeploy,driver,0,3,78:60:1
6084,40-54,375.306,survived,none,belted,1,m,37,2001,1984,unavail,driver,0,2,78:61:2
6085,25-39,190.049,survived,airbag,belted,1,f,18,2001,1996,deploy,driver,1,3,78:67:1
6086,24-Oct,190.049,survived,airbag,belted,1,f,22,2001,1995,deploy,driver,1,3,78:67:2
6087,55+,51.428,survived,none,belted,0,m,37,2001,1988,unavail,pass,0,3,78:68:2
6088,24-Oct,70.912,survived,airbag,none,0,f,72,2001,1996,nodeploy,driver,0,3,78:72:1
6089,25-39,70.912,survived,airbag,belted,1,f,31,2001,1998,deploy,driver,1,3,78:72:2
6090,25-39,45.575,survived,airbag,belted,1,f,57,2001,1998,deploy,driver,1,3,78:74:1
6091,24-Oct,45.575,survived,airbag,belted,0,m,25,2001,1995,nodeploy,driver,0,3,78:74:2
6092,25-39,45.575,survived,airbag,belted,0,f,20,2001,1998,nodeploy,driver,0,3,78:75:1
6093,25-39,45.575,survived,airbag,belted,1,m,31,2001,1997,deploy,driver,1,2,78:75:2
6094,24-Oct,213.164,survived,airbag,belted,1,m,22,2001,1997,deploy,driver,1,3,78:76:1
6095,24-Oct,45.575,survived,airbag,belted,0,m,87,2001,1995,nodeploy,driver,0,0,78:78:1
6096,25-39,45.575,survived,airbag,belted,1,f,27,2001,1998,deploy,driver,1,3,78:78:2
6097,40-54,295.347,survived,none,none,1,m,28,2001,1986,unavail,driver,0,3,78:79:1
6098,25-39,295.347,survived,airbag,belted,1,f,27,2001,1997,nodeploy,driver,0,3,78:79:2
6099,25-39,295.347,survived,airbag,belted,1,m,23,2001,1997,nodeploy,pass,0,0,78:79:2
6100,24-Oct,64.206,survived,airbag,belted,0,f,21,2001,1997,nodeploy,driver,0,3,78:83:1
6101,24-Oct,64.206,survived,airbag,belted,1,f,29,2001,2000,deploy,driver,1,3,78:83:2
6102,1-9km/h,51.428,survived,none,belted,1,f,47,2001,1993,unavail,driver,0,2,78:86:2
6103,25-39,45.575,survived,airbag,none,1,m,21,2001,2001,deploy,driver,1,3,78:87:1
6104,25-39,45.575,survived,airbag,belted,1,m,29,2001,2001,deploy,pass,1,2,78:87:1
6105,24-Oct,45.575,survived,none,belted,1,m,26,2001,1994,unavail,driver,0,2,78:87:2
6106,55+,61.585,survived,airbag,belted,1,m,34,2001,1996,deploy,driver,1,3,78:90:1
6107,55+,61.585,survived,airbag,belted,1,m,20,2001,1998,deploy,driver,1,3,78:90:2
6108,55+,61.585,Not_Survived,airbag,none,1,f,18,2001,1998,deploy,pass,1,4,78:90:2
6109,40-54,101.374,survived,none,none,1,m,18,2001,1987,unavail,driver,0,3,78:94:1
6110,40-54,101.374,survived,none,belted,1,m,19,2001,1987,unavail,pass,0,3,78:94:1
6111,24-Oct,134.576,survived,airbag,belted,1,f,19,2001,2000,deploy,driver,1,0,78:96:1
6112,24-Oct,134.576,survived,airbag,belted,1,m,52,2001,1994,nodeploy,driver,0,2,78:96:2
6113,24-Oct,134.576,survived,airbag,belted,1,f,50,2001,1994,nodeploy,pass,0,3,78:96:2
6114,24-Oct,64.206,survived,none,belted,1,m,17,2001,1988,unavail,driver,0,1,78:98:1
6115,24-Oct,64.206,survived,none,belted,1,m,16,2001,1988,unavail,pass,0,1,78:98:1
6116,25-39,45.575,survived,airbag,belted,1,m,74,2001,1998,deploy,driver,1,3,78:100:1
6117,25-39,45.575,survived,airbag,belted,0,f,57,2001,1995,nodeploy,driver,0,3,78:100:2
6118,24-Oct,107.866,survived,airbag,belted,0,m,17,2001,1995,nodeploy,driver,0,3,78:102:1
6119,24-Oct,107.866,survived,airbag,belted,1,m,46,2001,1995,nodeploy,driver,0,3,78:102:2
6120,25-39,51.428,survived,airbag,none,1,m,19,2001,1998,deploy,driver,1,3,78:103:1
6121,25-39,51.428,Not_Survived,airbag,none,1,f,20,2001,1998,deploy,pass,1,4,78:103:1
6122,24-Oct,45.575,survived,none,belted,0,f,35,2001,1990,unavail,driver,0,3,78:104:2
6123,25-39,45.575,survived,airbag,belted,0,m,87,2001,2000,deploy,driver,1,3,78:109:1
6124,25-39,45.575,survived,airbag,belted,1,f,63,2001,1990,deploy,driver,1,3,78:109:2
6125,25-39,66.346,survived,none,belted,1,f,19,2001,1988,unavail,driver,0,0,78:110:1
6126,24-Oct,66.346,survived,airbag,belted,1,m,44,2001,1995,deploy,driver,1,3,78:111:1
6127,24-Oct,66.346,survived,airbag,belted,1,m,24,2001,2000,deploy,driver,1,1,78:111:2
6128,24-Oct,66.346,survived,airbag,belted,1,f,24,2001,2000,deploy,pass,1,3,78:111:2
6129,24-Oct,45.575,survived,airbag,none,1,m,53,2001,1999,deploy,driver,1,2,78:112:1
6130,24-Oct,45.575,survived,airbag,none,1,f,31,2001,2000,deploy,driver,1,3,78:112:2
6131,25-39,166.097,survived,airbag,belted,0,m,80,2001,1997,deploy,driver,1,2,78:114:1
6132,40-54,166.097,survived,airbag,belted,1,m,20,2001,2001,deploy,driver,1,2,78:114:2
6133,25-39,115.624,survived,airbag,belted,0,f,59,2001,1995,nodeploy,driver,0,3,78:116:2
6134,25-39,115.624,Not_Survived,airbag,belted,0,f,66,2001,1995,nodeploy,pass,0,4,78:116:2
6135,40-54,102.465,survived,airbag,none,0,f,52,2001,1998,deploy,driver,1,3,78:117:1
6136,25-39,102.465,survived,none,belted,1,m,54,2001,1996,unavail,driver,0,0,78:117:2
6137,40-54,51.428,survived,none,belted,1,m,82,2001,1991,unavail,driver,0,3,78:118:1
6138,25-39,51.428,survived,airbag,belted,1,m,65,2001,1999,deploy,driver,1,3,78:118:2
6139,25-39,51.428,survived,airbag,belted,1,f,69,2001,1999,deploy,pass,1,3,78:118:2
6140,24-Oct,146.646,survived,none,none,1,m,20,2001,1993,unavail,driver,0,3,78:121:1
6141,40-54,64.206,survived,none,none,1,m,80,2001,1978,unavail,driver,0,3,78:126:1
6142,40-54,64.206,survived,none,none,1,m,56,2001,1988,unavail,driver,0,3,78:126:2
6143,24-Oct,132.778,survived,none,belted,1,f,38,2001,1987,unavail,driver,0,0,78:128:1
6144,24-Oct,132.778,survived,airbag,belted,1,m,23,2001,1992,deploy,driver,1,0,78:128:2
6145,24-Oct,132.778,survived,none,none,1,f,26,2001,1992,unavail,pass,0,3,78:128:2
6146,25-39,959.406,survived,none,belted,1,f,69,2001,1986,unavail,driver,0,3,78:129:1
6147,24-Oct,141.5,survived,airbag,belted,1,f,21,2001,2002,deploy,driver,1,3,78:132:2
6148,40-54,64.206,survived,none,belted,0,m,51,2001,1993,unavail,driver,0,0,78:134:1
6149,40-54,64.206,survived,airbag,belted,1,f,30,2001,1996,deploy,driver,1,3,78:134:2
6150,24-Oct,130.98,survived,airbag,belted,0,m,21,2001,2001,nodeploy,driver,0,0,78:135:1
6151,25-39,130.98,survived,none,none,1,f,19,2001,1985,unavail,driver,0,3,78:135:2
6152,55+,104.977,survived,none,none,0,f,25,2001,1986,unavail,driver,0,3,78:137:1
6153,25-39,104.977,survived,none,none,1,m,26,2001,1995,unavail,driver,0,2,78:137:2
6154,25-39,166.803,survived,airbag,belted,1,m,74,2001,1998,nodeploy,driver,0,0,78:139:1
6155,24-Oct,166.803,survived,airbag,belted,0,f,34,2001,1997,deploy,driver,1,0,78:139:2
6156,24-Oct,166.803,survived,none,none,0,f,27,2001,1997,unavail,pass,0,0,78:139:2
6157,25-39,12.192,survived,none,none,1,m,36,2001,1989,unavail,driver,0,3,79:09:01
6158,24-Oct,14.46,survived,airbag,belted,1,f,33,2001,1995,deploy,driver,1,2,79:10:02
6159,25-39,9.468,survived,airbag,belted,0,f,25,2001,1997,nodeploy,driver,0,3,79:15:01
6160,24-Oct,173.827,survived,none,belted,0,m,41,2001,1987,unavail,driver,0,0,79:17:01
6161,24-Oct,173.827,survived,none,belted,0,f,30,2001,1987,unavail,pass,0,0,79:17:01
6162,24-Oct,173.827,survived,none,belted,1,f,41,2001,1990,unavail,driver,0,2,79:17:03
6163,55+,10.537,survived,airbag,none,1,m,41,2001,1997,deploy,driver,1,3,79:22:01
6164,55+,13.107,survived,none,none,1,f,54,2001,1982,unavail,driver,0,3,79:27:01
6165,25-39,8.042,survived,airbag,belted,0,f,33,2001,1997,deploy,driver,1,0,79:29:01
6166,24-Oct,8.042,survived,airbag,belted,1,f,54,2001,1998,deploy,driver,1,2,79:29:02
6167,24-Oct,40.95,survived,none,belted,1,f,21,2001,1985,unavail,driver,0,1,79:30:01
6168,24-Oct,40.95,survived,airbag,belted,0,f,32,2001,1996,nodeploy,driver,0,1,79:30:02
6169,25-39,573.366,survived,none,belted,1,f,25,2001,1982,unavail,driver,0,,79:32:01
6170,25-39,573.366,survived,none,none,1,f,20,2001,1982,unavail,pass,0,0,79:32:01
6171,24-Oct,8.042,survived,none,belted,0,f,60,2001,1993,unavail,driver,0,3,79:34:01
6172,24-Oct,8.042,survived,none,belted,0,f,89,2001,1993,unavail,pass,0,2,79:34:01
6173,40-54,8.042,survived,none,belted,0,m,28,2001,1987,unavail,driver,0,3,79:37:01
6174,40-54,11.18,survived,none,none,1,m,23,2001,1978,unavail,driver,0,3,79:41:01
6175,25-39,11.18,survived,none,none,1,m,53,2001,1976,unavail,driver,0,3,79:42:01
6176,25-39,11.18,survived,airbag,belted,1,f,57,2001,1992,deploy,driver,1,2,79:42:02
6177,25-39,2.349,survived,none,belted,1,f,33,2001,1990,unavail,driver,0,2,79:53:01
6178,25-39,2.349,Not_Survived,none,belted,1,f,60,2001,1990,unavail,pass,0,4,79:53:01
6179,25-39,176.393,survived,airbag,belted,1,m,47,2001,1998,deploy,driver,1,1,79:57:01
6180,1-9km/h,315.973,survived,airbag,belted,0,f,76,2001,1994,nodeploy,driver,0,0,79:58:01
6181,24-Oct,0.928,survived,airbag,belted,1,m,24,2001,2000,deploy,driver,1,3,79:59:01
6182,24-Oct,0.928,survived,airbag,belted,1,m,17,2001,2000,deploy,pass,1,0,79:59:01
6183,25-39,7.054,survived,none,belted,0,f,26,2001,1988,unavail,driver,0,1,79:60:1
6184,25-39,7.054,survived,airbag,belted,1,f,22,2001,2000,nodeploy,driver,0,1,79:60:2
6185,24-Oct,24.738,survived,airbag,belted,1,m,17,2001,2001,nodeploy,driver,0,0,79:62:2
6186,24-Oct,24.738,survived,airbag,belted,1,m,17,2001,2001,nodeploy,pass,0,0,79:62:2
6187,25-39,2750.774,survived,airbag,belted,0,m,41,2001,1997,deploy,driver,1,1,79:69:1
6188,25-39,8.693,survived,none,none,1,m,56,2001,1987,unavail,driver,0,3,79:70:1
6189,55+,6.916,survived,airbag,none,1,m,22,2001,2001,deploy,driver,1,3,79:71:1
6190,25-39,12.004,survived,airbag,belted,0,m,48,2001,1994,nodeploy,driver,0,2,79:72:1
6191,25-39,12.004,survived,airbag,belted,0,f,16,2001,1994,nodeploy,pass,0,1,79:72:1
6192,25-39,40.172,survived,airbag,belted,1,m,50,2001,1996,deploy,driver,1,2,79:75:1
6193,25-39,40.172,survived,airbag,belted,0,f,25,2001,1999,nodeploy,driver,0,1,79:75:2
6194,25-39,40.172,survived,airbag,belted,0,m,42,2001,1999,nodeploy,pass,0,2,79:75:2
6195,40-54,8.042,survived,airbag,belted,0,f,22,2001,1991,deploy,driver,1,2,79:80:1
6196,40-54,8.042,survived,none,belted,0,f,20,2001,1991,unavail,pass,0,3,79:80:1
6197,40-54,8.042,survived,airbag,belted,1,m,42,2001,1999,deploy,driver,1,1,79:80:2
6198,55+,134.899,survived,none,belted,0,m,16,2001,1992,unavail,driver,0,2,79:82:1
6199,25-39,134.899,survived,airbag,none,1,m,39,2001,2000,deploy,driver,1,0,79:82:2
6200,24-Oct,130.585,survived,airbag,belted,1,f,45,2001,1990,deploy,driver,1,1,79:88:1
6201,25-39,6.178,survived,airbag,none,0,f,63,2001,2001,nodeploy,driver,0,3,79:89:1
6202,24-Oct,837.075,survived,airbag,belted,0,m,42,2001,2001,nodeploy,driver,0,1,79:91:1
6203,24-Oct,837.075,survived,none,belted,1,f,75,2001,1974,unavail,driver,0,1,79:91:2
6204,40-54,8.042,survived,none,belted,1,f,23,2001,1991,unavail,driver,0,3,79:92:1
6205,55+,8.042,survived,airbag,belted,1,m,22,2001,1993,deploy,driver,1,1,79:92:2
6206,40-54,37.124,survived,airbag,belted,1,f,28,2001,1996,deploy,driver,1,1,79:93:1
6207,40-54,37.124,survived,airbag,belted,1,f,54,2001,1996,deploy,pass,1,3,79:93:1
6208,24-Oct,184.471,survived,airbag,belted,1,f,39,2001,1999,deploy,driver,1,2,79:97:2
6209,24-Oct,9.748,survived,none,none,0,m,22,2001,1983,unavail,driver,0,1,79:99:2
6210,24-Oct,9.748,survived,none,none,0,m,25,2001,1983,unavail,pass,0,1,79:99:2
6211,55+,8.042,survived,none,none,1,m,47,2001,1988,unavail,driver,0,3,79:102:1
6212,55+,10.876,survived,airbag,belted,1,m,22,2001,1994,deploy,driver,1,3,79:109:1
6213,25-39,8.042,survived,airbag,none,1,m,23,2001,1995,deploy,driver,1,3,79:112:1
6214,25-39,8.042,survived,airbag,belted,1,f,23,2001,1995,deploy,pass,1,2,79:112:1
6215,25-39,10.169,survived,airbag,belted,0,m,22,2001,1998,nodeploy,driver,0,3,79:115:1
6216,25-39,17.652,survived,none,belted,0,m,38,2001,1986,unavail,driver,0,2,79:117:2
6217,25-39,17.652,survived,none,belted,0,f,29,2001,1986,unavail,pass,0,1,79:117:2
6218,24-Oct,17.652,survived,none,belted,0,f,42,2001,1993,unavail,driver,0,0,79:117:3
6219,24-Oct,104.286,survived,none,belted,1,m,39,2001,1994,unavail,driver,0,0,79:119:2
6220,25-39,8.042,survived,none,none,1,m,41,2001,1989,unavail,driver,0,3,79:121:1
6221,40-54,81.355,survived,none,belted,0,f,17,2001,1991,unavail,driver,0,2,79:122:2
6222,24-Oct,9.721,survived,none,none,0,m,61,2001,1982,unavail,driver,0,1,79:124:2
6223,24-Oct,14.468,survived,airbag,belted,0,f,35,2001,1993,nodeploy,driver,0,2,79:125:1
6224,25-39,165.191,survived,none,belted,1,f,42,2001,1988,unavail,driver,0,1,79:128:2
6225,24-Oct,1220.149,survived,none,belted,1,m,19,2001,1987,unavail,driver,0,0,79:129:1
6226,24-Oct,1220.149,survived,none,belted,1,f,16,2001,1987,unavail,pass,0,2,79:129:1
6227,55+,81.287,survived,none,belted,1,f,34,2001,1987,unavail,driver,0,3,81:02:01
6228,55+,81.287,survived,none,belted,1,m,34,2001,1989,unavail,driver,0,3,81:02:02
6229,55+,81.287,survived,none,belted,1,f,30,2001,1989,unavail,pass,0,2,81:02:02
6230,24-Oct,1202.547,survived,none,belted,1,f,29,2001,1979,unavail,driver,0,2,81:04:01
6231,24-Oct,78.213,survived,none,belted,1,f,19,2001,1987,unavail,driver,0,0,81:05:02
6232,24-Oct,78.213,survived,none,none,1,m,20,2001,1987,unavail,pass,0,2,81:05:02
6233,24-Oct,335.372,survived,airbag,belted,1,m,19,2001,1992,deploy,driver,1,2,81:07:01
6234,40-54,55.319,survived,airbag,belted,1,f,27,2001,1990,deploy,driver,1,3,81:10:01
6235,25-39,55.319,survived,none,belted,1,m,41,2001,1999,unavail,driver,0,2,81:10:02
6236,25-39,13.113,survived,none,none,0,f,24,2001,1989,unavail,driver,0,3,81:13:02
6237,25-39,11.292,survived,none,none,1,f,77,2001,1991,unavail,driver,0,3,81:14:01
6238,24-Oct,11.292,survived,airbag,belted,0,f,39,2001,1999,nodeploy,driver,0,0,81:14:02
6239,24-Oct,1523.192,survived,airbag,belted,0,m,20,2001,1994,nodeploy,driver,0,1,81:16:02
6240,24-Oct,1523.192,survived,airbag,belted,0,m,39,2001,1994,nodeploy,pass,0,,81:16:02
6241,24-Oct,2762.096,survived,airbag,belted,1,m,24,2001,2000,deploy,driver,1,1,81:18:02
6242,24-Oct,2762.096,survived,airbag,belted,1,m,20,2001,2000,deploy,pass,1,1,81:18:02
6243,55+,40.144,survived,none,none,1,m,39,2001,1975,unavail,driver,0,3,81:20:01
6244,55+,40.144,survived,none,none,1,m,46,2001,1975,unavail,pass,0,3,81:20:01
6245,25-39,57.81,survived,airbag,belted,1,f,81,2001,1990,deploy,driver,1,3,81:23:01
6246,24-Oct,760.23,survived,airbag,belted,1,m,24,2001,2000,nodeploy,driver,0,0,81:24:01
6247,25-39,22.585,survived,none,none,1,m,17,2001,1969,unavail,driver,0,3,81:31:01
6248,25-39,22.585,survived,none,belted,1,m,68,2001,1990,unavail,driver,0,3,81:31:02
6249,40-54,22.745,Not_Survived,airbag,none,0,m,18,2001,1999,deploy,driver,1,4,81:36:01
6250,40-54,22.745,survived,airbag,belted,0,m,20,2001,1999,deploy,pass,1,3,81:36:01
6251,24-Oct,159.433,survived,airbag,belted,0,f,31,2001,1999,nodeploy,driver,0,2,81:37:01
6252,24-Oct,712.294,survived,airbag,belted,1,m,28,2001,2001,nodeploy,driver,0,0,81:38:01
6253,24-Oct,712.294,survived,none,belted,1,m,55,2001,1988,unavail,driver,0,0,81:38:02
6254,55+,22.745,survived,airbag,belted,1,m,20,2001,1992,deploy,driver,1,2,81:39:01
6255,55+,22.745,survived,none,none,1,m,19,2001,1992,unavail,pass,0,3,81:39:01
6256,55+,22.745,Not_Survived,airbag,belted,1,m,35,2001,1996,deploy,driver,1,4,81:39:02
6257,1-9km/h,650.277,survived,none,belted,0,m,35,2001,1987,unavail,driver,0,2,81:40:01
6258,24-Oct,475.175,survived,airbag,belted,0,m,57,2001,1998,nodeploy,driver,0,0,81:42:01
6259,1-9km/h,475.175,survived,airbag,belted,1,m,50,2001,1994,deploy,driver,1,2,81:42:02
6260,24-Oct,1653.372,survived,none,none,0,m,32,2001,1987,unavail,driver,0,0,81:43:02
6261,24-Oct,1653.372,survived,none,none,0,m,31,2001,1987,unavail,pass,0,0,81:43:02
6262,24-Oct,22.585,survived,none,belted,1,m,45,2001,1991,unavail,driver,0,3,81:44:02
6263,55+,22.585,survived,airbag,none,0,m,19,2001,1992,deploy,driver,1,3,81:45:01
6264,55+,22.585,survived,none,none,0,m,19,2001,1992,unavail,pass,0,3,81:45:01
6265,24-Oct,22.709,survived,airbag,belted,1,m,63,2001,2000,deploy,driver,1,3,81:47:02
6266,40-54,22.709,survived,airbag,none,1,f,27,2001,1999,deploy,driver,1,3,81:50:01
6267,40-54,22.709,survived,airbag,none,1,m,24,2001,1999,deploy,pass,1,2,81:50:01
6268,25-39,22.709,survived,airbag,belted,1,m,40,2001,1997,deploy,driver,1,1,81:50:02
6269,55+,22.745,Not_Survived,airbag,none,1,f,74,2001,1995,deploy,driver,1,4,81:53:01
6270,40-54,22.745,survived,airbag,belted,1,m,28,2001,1999,deploy,driver,1,3,81:53:02
6271,25-39,136.438,survived,airbag,none,1,m,44,2001,1999,deploy,driver,1,2,81:56:01
6272,25-39,612.176,survived,airbag,belted,1,m,35,2001,1996,deploy,driver,1,2,81:60:1
6273,40-54,20.634,Not_Survived,airbag,none,0,m,22,2001,2001,deploy,driver,1,4,81:62:1
6274,40-54,20.634,survived,airbag,none,0,f,28,2001,2001,deploy,pass,1,3,81:62:1
6275,25-39,22.585,survived,none,none,1,m,18,2001,1991,unavail,driver,0,2,81:66:1
6276,24-Oct,22.585,survived,none,none,1,m,77,2001,1986,unavail,driver,0,3,81:66:2
6277,55+,11.373,Not_Survived,none,none,1,f,27,2001,1987,unavail,driver,0,4,81:68:1
6278,25-39,11.373,survived,airbag,belted,1,m,45,2001,2000,deploy,driver,1,2,81:68:2
6279,25-39,538.133,survived,none,belted,1,m,43,2001,1983,unavail,driver,0,0,81:70:1
6280,24-Oct,538.133,survived,airbag,belted,0,m,26,2001,1999,deploy,driver,1,0,81:70:2
6281,25-39,884.649,survived,airbag,belted,1,m,25,2001,1994,deploy,driver,1,0,81:72:1
6282,25-39,884.649,survived,airbag,belted,1,m,23,2001,1994,deploy,pass,1,0,81:72:1
6283,24-Oct,884.649,survived,none,none,1,m,25,2001,1989,unavail,driver,0,0,81:73:1
6284,24-Oct,884.649,survived,none,none,1,f,27,2001,1989,unavail,pass,0,0,81:73:1
6285,40-54,22.745,survived,airbag,belted,0,m,17,2001,1996,deploy,driver,1,3,81:74:1
6286,40-54,22.745,Not_Survived,airbag,none,0,m,17,2001,1996,deploy,pass,1,4,81:74:1
6287,24-Oct,3961.869,survived,airbag,belted,0,f,33,2001,1996,nodeploy,driver,0,0,81:76:2
6288,24-Oct,11.292,survived,none,belted,1,m,43,2001,1995,unavail,driver,0,0,81:77:1
6289,25-39,22.585,survived,none,none,1,m,52,2001,1989,unavail,driver,0,3,81:80:1
6290,40-54,22.585,survived,none,belted,1,m,53,2001,1994,unavail,driver,0,3,81:83:1
6291,25-39,22.585,survived,airbag,belted,1,f,46,2001,2001,deploy,driver,1,1,81:83:2
6292,25-39,11.292,survived,airbag,none,1,f,50,2001,1992,deploy,driver,1,3,81:84:1
6293,24-Oct,1479.117,survived,airbag,belted,1,m,43,2001,1998,deploy,driver,1,0,81:85:1
6294,24-Oct,1479.117,survived,airbag,belted,1,m,25,2001,1999,deploy,driver,1,0,81:85:2
6295,25-39,50.025,survived,airbag,belted,1,f,25,2001,1997,deploy,driver,1,3,81:86:2
6296,25-39,22.585,survived,none,belted,1,f,37,2001,1990,unavail,driver,0,3,81:89:1
6297,40-54,22.585,survived,airbag,belted,1,f,66,2001,1994,deploy,driver,1,3,81:89:2
6298,24-Oct,269.312,survived,none,belted,0,m,39,2001,1993,unavail,driver,0,1,81:92:1
6299,24-Oct,269.312,survived,airbag,belted,1,f,62,2001,1995,deploy,driver,1,2,81:92:2
6300,24-Oct,937.073,survived,airbag,belted,1,m,55,2001,1989,deploy,driver,1,0,81:94:2
6301,25-39,22.709,survived,airbag,belted,1,m,32,2001,1999,deploy,driver,1,3,81:95:1
6302,24-Oct,22.709,survived,airbag,belted,1,f,27,2001,1999,deploy,driver,1,3,81:96:2
6303,25-39,22.709,survived,airbag,none,0,m,31,2001,2001,nodeploy,driver,0,2,81:98:1
6304,25-39,22.709,survived,airbag,none,0,f,32,2001,2001,nodeploy,pass,0,3,81:98:1
6305,25-39,22.709,survived,airbag,none,1,f,32,2001,2001,deploy,driver,1,3,81:98:2
6306,24-Oct,22.585,survived,airbag,belted,1,m,30,2001,1995,deploy,driver,1,3,81:99:2
6307,24-Oct,22.585,survived,airbag,belted,1,f,33,2001,1995,deploy,pass,1,1,81:99:2
6308,24-Oct,22.585,survived,airbag,none,1,m,45,2001,1995,deploy,driver,1,3,81:101:1
6309,24-Oct,22.709,survived,airbag,belted,1,m,44,2001,1999,nodeploy,driver,0,3,81:102:1
6310,25-39,34.761,survived,none,none,1,m,44,2001,1984,unavail,driver,0,2,81:105:1
6311,25-39,34.761,survived,none,none,0,m,23,2001,1988,unavail,driver,0,2,81:105:2
6312,25-39,34.761,survived,none,none,0,f,20,2001,1988,unavail,pass,0,3,81:105:2
6313,40-54,34.761,survived,none,none,1,f,32,2001,1971,unavail,driver,0,3,81:106:1
6314,25-39,11.292,survived,none,belted,1,m,19,2001,1985,unavail,driver,0,3,81:107:1
6315,25-39,11.292,survived,none,belted,1,m,20,2001,1985,unavail,pass,0,2,81:107:1
6316,24-Oct,1058.447,survived,airbag,belted,1,f,75,2001,1995,deploy,driver,1,1,81:109:1
6317,24-Oct,1058.447,survived,airbag,belted,1,f,28,2001,1999,nodeploy,driver,0,1,81:109:2
6318,55+,46.739,survived,airbag,belted,0,f,46,2001,1997,nodeploy,driver,0,3,81:110:2
6319,25-39,78.625,survived,none,belted,1,f,34,2001,1989,unavail,driver,0,2,81:114:1
6320,25-39,78.625,survived,none,belted,1,m,39,2001,1989,unavail,pass,0,2,81:114:1
6321,25-39,78.625,survived,airbag,belted,1,m,27,2001,2001,deploy,driver,1,3,81:114:2
6322,25-39,78.625,survived,airbag,none,1,m,29,2001,2001,deploy,pass,1,2,81:114:2
6323,25-39,24.599,survived,airbag,belted,1,f,72,2001,1995,deploy,driver,1,3,81:115:1
6324,25-39,24.599,Not_Survived,none,belted,1,m,74,2001,1995,unavail,pass,0,4,81:115:1
6325,24-Oct,56.139,survived,airbag,belted,1,f,16,2001,1998,deploy,driver,1,0,81:116:2
6326,24-Oct,56.139,survived,airbag,belted,1,f,16,2001,1998,deploy,pass,1,2,81:116:2
6327,25-39,22.745,survived,airbag,none,1,m,50,2001,1999,deploy,driver,1,1,81:117:1
6328,40-54,22.745,Not_Survived,airbag,belted,1,m,52,2001,2002,deploy,driver,1,4,81:117:2
6329,25-39,35.135,survived,airbag,belted,0,f,27,2001,1999,nodeploy,driver,0,2,81:120:1
6330,40-54,35.135,survived,none,belted,1,m,53,2001,1988,unavail,driver,0,3,81:120:2
6331,24-Oct,5500.276,survived,airbag,belted,1,m,26,2001,1991,deploy,driver,1,1,81:122:2
6332,40-54,18.693,survived,none,belted,1,m,19,2001,1987,unavail,driver,0,1,81:123:1
6333,40-54,18.693,survived,none,belted,1,f,21,2001,1987,unavail,pass,0,1,81:123:1
6334,40-54,18.693,survived,airbag,belted,0,m,23,2001,1994,deploy,driver,1,1,81:123:2
6335,40-54,18.693,survived,airbag,none,0,f,23,2001,1994,deploy,pass,1,3,81:123:2
6336,24-Oct,22.709,survived,airbag,belted,1,m,33,2001,2000,nodeploy,driver,0,1,81:124:2
6337,25-39,23.835,survived,none,belted,1,f,18,2001,1989,unavail,driver,0,3,81:126:1
6338,24-Oct,23.835,survived,none,belted,0,m,31,2001,1997,unavail,driver,0,0,81:126:2
6339,24-Oct,4527.956,survived,airbag,belted,0,f,41,2001,1999,nodeploy,driver,0,0,81:127:1
6340,24-Oct,4527.956,survived,airbag,belted,1,f,61,2001,1992,deploy,driver,1,0,81:127:2
